Distance_km,Travel_Time_min,Avg_Speed_kmh,Traffic_Level,Vehicle_Type,Fuel_Type,CO2_Emission_kg
18.7,28,40,Moderate,SUV,Petrol,5.21
20.5,31.8,38.7,Moderate,Motorcycle,Petrol,2.23
6.1,10.8,34,Moderate,Hatchback,Petrol,1.16
24.9,29.9,49.9,Low,Sedan,Petrol,4.9
12.5,138.9,5.4,Severe,SUV,Petrol,5.65
18.1,22,49.3,Low,SUV,Petrol,4.82
34.7,184.2,11.3,Severe,SUV,Diesel,13.97
2,2.2,53.8,Low,Hatchback,Petrol,0.33
6,21.8,16.5,High,Hatchback,Petrol,1.37
2.4,2.9,48.9,Low,SUV,Petrol,0.62
14.6,25.9,33.8,Moderate,Hatchback,Petrol,2.65
14.3,18.1,47.3,Low,Sedan,Diesel,2.42
25.8,29.6,52.3,Low,SUV,Diesel,5.72
19.1,24.2,47.3,Low,Hatchback,Petrol,3.07
4.4,6.1,43,Moderate,Sedan,Diesel,0.79
6.1,17.4,21,High,Sedan,Petrol,1.65
7.4,12.8,34.7,Moderate,Hatchback,Diesel,1.2
14.6,20,43.7,Moderate,SUV,Petrol,4.09
2.7,9.5,17,High,Sedan,Diesel,0.63
2.2,3.4,38.9,Moderate,SUV,Petrol,0.63
14.6,56.2,15.6,High,Hatchback,Petrol,3.25
11.4,45.6,15,Severe,SUV,Petrol,4.87
15.1,28.6,31.7,Moderate,SUV,Diesel,3.7
7.6,12.2,37.4,Moderate,Sedan,Petrol,1.6
4,5.5,43.6,Moderate,Sedan,Petrol,0.87
19.1,21.6,53,Low,Motorcycle,Petrol,1.77
7.9,14.9,31.8,Moderate,Hatchback,Diesel,1.25
24.3,45.7,31.9,Moderate,Hatchback,Petrol,4.51
8.1,22.7,21.4,High,Hatchback,Petrol,1.95
3.2,6.8,28.3,High,Hatchback,Diesel,0.58
8.2,13.2,37.3,Moderate,SUV,Petrol,2.57
48.2,56.3,51.4,Low,Sedan,Petrol,9
7,16.9,24.9,High,Hatchback,Diesel,1.39
2.4,7.7,18.8,High,Sedan,Petrol,0.63
19.5,34.9,33.5,Moderate,Hatchback,Petrol,3.72
4.5,5.2,51.9,Low,Hatchback,Petrol,0.73
4.2,10.6,23.8,High,Hatchback,Petrol,0.96
6.4,11.9,32.3,Moderate,Hatchback,Petrol,1.16
15.2,33.2,27.5,High,SUV,Petrol,4.94
9.3,30.7,18.2,High,Sedan,Petrol,2.52
24.6,29.2,50.6,Low,Hatchback,Diesel,3.44
56.2,99.5,33.9,Moderate,Hatchback,Petrol,10.3
3.8,3.8,59.8,Low,Motorcycle,Petrol,0.33
16.9,43.5,23.3,High,Hatchback,Diesel,3.24
14.7,60,14.7,Severe,Motorcycle,Petrol,2.28
5.6,7.6,44.4,Moderate,Sedan,Diesel,1
14,38.5,21.8,High,Hatchback,Diesel,2.92
27.6,37.6,44,Moderate,SUV,Diesel,6.63
6.3,9.9,38,Moderate,SUV,Petrol,1.95
10.4,32.8,19,High,Hatchback,Petrol,2.41
9.7,15.4,37.8,Moderate,Sedan,Petrol,2.21
4.5,7.2,37.3,Moderate,Motorcycle,Petrol,0.48
8.6,15.4,33.5,Moderate,Motorcycle,Petrol,0.9
11.5,14.3,48.1,Low,SUV,Petrol,2.84
29.1,45.9,38,Moderate,Motorcycle,Petrol,2.99
27.4,47.2,34.8,Moderate,Hatchback,Petrol,4.99
10.9,22.9,28.5,High,SUV,Diesel,3.28
3.3,11.6,17.1,High,Hatchback,Petrol,0.76
18.3,43.1,25.5,High,Hatchback,Petrol,3.67
29.7,52.3,34.1,Moderate,Hatchback,Diesel,4.88
18.4,101.3,10.9,Severe,Motorcycle,Petrol,2.93
5.9,21.6,16.4,High,Sedan,Petrol,1.54
3.8,4.5,50.4,Low,Hatchback,Petrol,0.59
4.1,10.6,23.2,High,Sedan,Petrol,1.07
31.3,280.3,6.7,Severe,Hatchback,Diesel,7.6
5.7,16.4,20.8,High,Hatchback,Diesel,1.13
19.8,32,37.1,Moderate,Hatchback,Petrol,3.74
4.3,4.3,59.6,Low,Hatchback,Diesel,0.59
29.5,31.8,55.6,Low,Hatchback,Diesel,4.29
46.8,101.4,27.7,High,SUV,Petrol,15.94
7,12.2,34.4,Moderate,Sedan,Diesel,1.39
29,36.8,47.3,Low,Motorcycle,Petrol,2.66
11.3,34.6,19.6,High,Hatchback,Petrol,2.67
5.7,18.8,18.2,High,Motorcycle,Petrol,0.75
10.5,27.8,22.7,High,SUV,Diesel,3.46
17.5,30.5,34.4,Moderate,Sedan,Diesel,3.36
34.2,62,33.1,Moderate,SUV,Petrol,10.25
18.5,32.9,33.7,Moderate,Hatchback,Petrol,3.51
3.3,3.4,58,Low,Sedan,Petrol,0.64
6.3,7.9,47.9,Low,SUV,Diesel,1.39
6.1,11.2,32.6,Moderate,Hatchback,Diesel,0.95
6.7,22.8,17.6,High,SUV,Petrol,2.58
2.2,2.6,51,Low,SUV,Petrol,0.59
8,14.8,32.4,Moderate,Sedan,Diesel,1.52
12.9,17.5,44.2,Moderate,Sedan,Petrol,2.64
4.2,12.2,20.6,High,SUV,Diesel,1.32
31.4,41,46,Low,Hatchback,Diesel,4.55
13.7,18.5,44.4,Moderate,Hatchback,Petrol,2.39
34.5,103.5,20,High,SUV,Petrol,12.82
13.9,14.8,56.5,Low,Sedan,Diesel,2.36
9.5,86.4,6.6,Severe,Motorcycle,Petrol,1.6
9.7,21.6,27,High,Hatchback,Diesel,1.79
13.2,18.9,41.9,Moderate,Motorcycle,Petrol,1.25
17.8,35.4,30.2,Moderate,Sedan,Diesel,3.5
20.2,63.5,19.1,High,Hatchback,Diesel,4.22
14,15.5,54.2,Low,Hatchback,Petrol,2.23
15.9,24.7,38.6,Moderate,Hatchback,Petrol,2.95
19.8,51.9,22.9,High,Sedan,Petrol,5.38
6.7,18.9,21.3,High,Sedan,Petrol,1.8
16.8,27.6,36.5,Moderate,Sedan,Diesel,3.31
5.4,6.8,48,Low,Sedan,Diesel,0.91
13.7,30.3,27.1,High,Hatchback,Diesel,2.63
7.6,15.7,29.1,High,Hatchback,Diesel,1.4
6.3,23.3,16.2,High,SUV,Diesel,1.99
27.3,36.6,44.8,Moderate,Sedan,Petrol,5.82
14,23.6,35.6,Moderate,SUV,Diesel,3.51
2.2,2.2,59.8,Low,Motorcycle,Petrol,0.2
3.5,6.4,32.9,Moderate,SUV,Diesel,0.9
2.8,3.9,43.5,Moderate,Sedan,Diesel,0.52
5.4,38.1,8.5,Severe,Sedan,Petrol,1.82
10.6,15.4,41.4,Moderate,SUV,Petrol,3.09
3.6,4.4,49.4,Low,Sedan,Diesel,0.58
5.2,17.5,17.8,High,Motorcycle,Petrol,0.65
11.6,15.7,44.2,Moderate,SUV,Diesel,2.72
3,3.4,53.5,Low,Motorcycle,Petrol,0.26
11.3,25.1,27,High,Hatchback,Petrol,2.34
6.7,6.8,59.1,Low,Sedan,Diesel,1.11
3.9,11.4,20.6,High,SUV,Diesel,1.18
17,25,40.8,Moderate,Sedan,Petrol,3.47
5.5,17.2,19.2,High,Sedan,Petrol,1.45
5.6,20.6,16.3,High,Sedan,Petrol,1.59
23.2,61.1,22.8,High,Motorcycle,Petrol,2.86
14.5,15.7,55.4,Low,Sedan,Petrol,2.81
49.5,69.1,43,Moderate,Sedan,Diesel,9.67
2.3,2.5,55,Low,Motorcycle,Petrol,0.2
4.1,8,30.7,Moderate,Motorcycle,Petrol,0.43
3.1,3.9,48.2,Low,Sedan,Diesel,0.51
6.7,47.9,8.4,Severe,SUV,Diesel,2.58
6.7,10,40.4,Moderate,Sedan,Petrol,1.41
4.2,4.9,51.9,Low,Hatchback,Petrol,0.68
2.3,3.1,44.9,Moderate,Hatchback,Diesel,0.36
6,8.3,43.3,Moderate,Sedan,Diesel,1.12
37.4,287.7,7.8,Severe,Sedan,Diesel,11.29
12.6,43,17.6,High,Hatchback,Petrol,3.03
8.5,10,51.1,Low,Motorcycle,Petrol,0.73
18.4,49.5,22.3,High,Hatchback,Petrol,4.37
18,73.5,14.7,Severe,Sedan,Diesel,5.77
2.2,2.4,55,Low,SUV,Petrol,0.58
19.9,71.9,16.6,High,SUV,Petrol,7.36
10.2,68,9,Severe,Sedan,Diesel,3.11
5,9.2,32.7,Moderate,Hatchback,Petrol,0.9
10.7,11.9,53.9,Low,Hatchback,Petrol,1.73
19.9,23.8,50.2,Low,Sedan,Petrol,3.74
6.6,12.4,31.9,Moderate,Motorcycle,Petrol,0.66
10,14.4,41.7,Moderate,SUV,Diesel,2.32
28.5,29.1,58.7,Low,Hatchback,Petrol,4.34
9.4,25.5,22.1,High,Sedan,Petrol,2.55
12.8,14.1,54.4,Low,Hatchback,Diesel,1.72
7.2,15.4,28,High,Motorcycle,Petrol,0.86
29,115.2,15.1,High,Hatchback,Petrol,6.48
11.7,12.5,56.2,Low,SUV,Petrol,3.04
9.2,23.5,23.5,High,Hatchback,Petrol,2.16
17.6,24.4,43.3,Moderate,Hatchback,Petrol,3.21
30.6,56.7,32.4,Moderate,Hatchback,Petrol,5.53
30.5,85.5,21.4,High,Sedan,Petrol,8.42
6,21.1,17.1,High,Motorcycle,Petrol,0.77
9.5,14.4,39.5,Moderate,Sedan,Petrol,2.04
18.9,31.2,36.3,Moderate,Hatchback,Petrol,3.45
32.1,159.2,12.1,Severe,Hatchback,Diesel,7.82
31.5,64.5,29.3,High,Motorcycle,Petrol,3.61
3.1,3.1,59.9,Low,Hatchback,Petrol,0.51
24.3,122.5,11.9,Severe,Hatchback,Petrol,6.76
6.6,6.7,59.2,Low,Hatchback,Petrol,1.09
6.9,11.4,36.3,Moderate,Hatchback,Petrol,1.29
7.3,13.1,33.4,Moderate,Sedan,Petrol,1.6
10.4,16.4,38.1,Moderate,SUV,Petrol,3.14
10.4,75.2,8.3,Severe,SUV,Diesel,4.35
9.7,9.9,58.7,Low,Motorcycle,Petrol,0.83
16.1,21.7,44.5,Moderate,Hatchback,Diesel,2.52
15.9,19.9,47.9,Low,SUV,Petrol,4.24
25.4,177.2,8.6,Severe,Sedan,Diesel,7.72
19.1,20.7,55.4,Low,Hatchback,Petrol,3
25.7,29,53.2,Low,Hatchback,Petrol,3.91
2.4,3.6,40.4,Moderate,Hatchback,Petrol,0.4
9.8,24.2,24.3,High,Sedan,Petrol,2.56
2.6,5.2,29.8,High,Hatchback,Petrol,0.57
33.5,53.6,37.5,Moderate,Hatchback,Petrol,6.19
11.7,18.4,38.2,Moderate,SUV,Petrol,3.35
4.6,7.7,36,Moderate,Sedan,Petrol,1.03
3.6,8.1,26.7,High,Motorcycle,Petrol,0.44
3.6,10.4,20.7,High,SUV,Petrol,1.36
58.1,117.8,29.6,High,Hatchback,Petrol,11.93
20.2,38.8,31.2,Moderate,Motorcycle,Petrol,2.08
3,4,44.8,Moderate,Hatchback,Petrol,0.52
12.2,16.8,43.6,Moderate,Hatchback,Petrol,2.06
7.5,13.6,33.2,Moderate,SUV,Diesel,1.98
9,14.4,37.5,Moderate,SUV,Petrol,2.66
3.1,24.5,7.6,Severe,SUV,Petrol,1.47
57.7,212.4,16.3,High,Hatchback,Diesel,11.43
16.1,193.2,5,Severe,SUV,Petrol,7.77
8.9,12.1,44.3,Moderate,SUV,Petrol,2.67
5.4,10.3,31.5,Moderate,Motorcycle,Petrol,0.58
17.5,50.2,20.9,High,Hatchback,Petrol,3.96
11.2,14.5,46.3,Low,Hatchback,Diesel,1.58
11.9,30.3,23.6,High,Hatchback,Petrol,2.65
31.6,184.1,10.3,Severe,Sedan,Diesel,10.11
7,27.6,15.2,High,Hatchback,Petrol,1.6
5.7,7,49.2,Low,Hatchback,Petrol,0.91
39,87,26.9,High,Hatchback,Diesel,7.47
4.6,5.2,53.2,Low,Hatchback,Diesel,0.63
16.7,37.1,27,High,Hatchback,Petrol,3.38
6.3,7,54.3,Low,Sedan,Petrol,1.19
15,46.9,19.2,High,SUV,Diesel,4.71
18.1,43.4,25,High,Sedan,Diesel,4.06
18.3,33.6,32.7,Moderate,Sedan,Petrol,3.94
18.2,20,54.6,Low,Hatchback,Diesel,2.49
33.4,62.8,31.9,Moderate,SUV,Petrol,9.61
16.2,30.7,31.7,Moderate,SUV,Petrol,4.77
3.3,3.7,53.1,Low,Motorcycle,Petrol,0.31
8.2,22.7,21.7,High,SUV,Petrol,3.21
6.7,10.8,37.1,Moderate,Hatchback,Petrol,1.24
15.2,31.8,28.7,High,Hatchback,Petrol,3.07
32.7,56.2,34.9,Moderate,Motorcycle,Petrol,3.56
33,96.1,20.6,High,Hatchback,Petrol,7.72
13.1,55.7,14.1,Severe,SUV,Diesel,5.46
17.4,32.7,31.9,Moderate,Sedan,Diesel,3.41
2.3,2.4,58,Low,SUV,Diesel,0.49
8.3,8.9,56,Low,Hatchback,Diesel,1.13
25.5,31.5,48.6,Low,SUV,Petrol,6.74
50.5,77.1,39.3,Moderate,Motorcycle,Petrol,5.46
50.8,148,20.6,High,Hatchback,Petrol,11.69
12.3,30.9,23.9,High,SUV,Petrol,4.67
15.2,20.7,44,Moderate,Hatchback,Petrol,2.58
8.3,9.1,54.5,Low,SUV,Petrol,2.17
4.5,8.3,32.4,Moderate,Hatchback,Petrol,0.87
14.5,15.3,56.8,Low,SUV,Petrol,3.81
18.8,30.7,36.7,Moderate,Hatchback,Petrol,3.6
2.2,5,26.2,High,Hatchback,Petrol,0.47
6.9,20.4,20.3,High,Motorcycle,Petrol,0.93
14.3,14.7,58.3,Low,Sedan,Petrol,2.81
9,22,24.5,High,SUV,Petrol,3.38
6,22.8,15.8,High,Sedan,Petrol,1.62
47.9,181.9,15.8,High,Hatchback,Petrol,11.38
13.3,18.3,43.6,Moderate,Hatchback,Petrol,2.4
15.5,26.6,34.9,Moderate,Hatchback,Petrol,2.86
14.5,20.1,43.3,Moderate,Hatchback,Petrol,2.5
5,7.2,41.9,Moderate,Hatchback,Petrol,0.84
2.7,3,53.8,Low,SUV,Diesel,0.59
8.8,48,11,Severe,Hatchback,Petrol,2.59
8.4,20.2,24.9,High,Hatchback,Petrol,1.9
19.7,23.7,49.9,Low,SUV,Petrol,4.96
29.4,60.4,29.2,High,Sedan,Diesel,6.35
6.4,6.5,58.9,Low,Motorcycle,Petrol,0.6
28.9,37.6,46.1,Low,Sedan,Petrol,5.57
21.9,76.4,17.2,High,SUV,Diesel,6.76
10.5,26.8,23.5,High,Hatchback,Diesel,2.11
7.9,11,42.9,Moderate,SUV,Petrol,2.25
15.6,16.6,56.4,Low,Sedan,Diesel,2.71
5.4,7,46.4,Low,Sedan,Petrol,1.05
7.6,9.2,49.4,Low,Hatchback,Petrol,1.16
6.1,8.9,41.3,Moderate,Hatchback,Petrol,1.07
18.6,31.6,35.3,Moderate,SUV,Petrol,5.47
10.7,110.7,5.8,Severe,Motorcycle,Petrol,1.8
5.3,9.9,32,Moderate,SUV,Petrol,1.62
7.1,11.2,38.1,Moderate,SUV,Diesel,1.89
6,11.8,30.4,Moderate,Motorcycle,Petrol,0.65
41.7,110.2,22.7,High,SUV,Petrol,16.3
33.2,88.9,22.4,High,SUV,Petrol,12.49
7.1,12.6,33.8,Moderate,Hatchback,Diesel,1.17
41.4,67.3,36.9,Moderate,SUV,Petrol,12.38
23.9,35.1,40.8,Moderate,SUV,Petrol,7.01
8.5,11.8,43.2,Moderate,SUV,Diesel,2.12
20.5,86,14.3,Severe,Sedan,Petrol,6.76
4,6.1,39.2,Moderate,Hatchback,Petrol,0.76
30.7,45.6,40.4,Moderate,SUV,Petrol,8.39
4.3,4.7,54.8,Low,Hatchback,Diesel,0.59
9,19.6,27.6,High,Hatchback,Petrol,1.82
57.8,62.8,55.2,Low,Hatchback,Diesel,7.76
13.6,30.4,26.8,High,Sedan,Diesel,3.04
21.1,40.4,31.3,Moderate,SUV,Petrol,6.58
2,3.2,37.7,Moderate,SUV,Diesel,0.53
13,39.8,19.6,High,Sedan,Petrol,3.43
13.3,61.9,12.9,Severe,Motorcycle,Petrol,2.21
8,13.6,35.3,Moderate,Sedan,Petrol,1.68
23,32.2,42.9,Moderate,Motorcycle,Petrol,2.36
19.8,63.9,18.6,High,Motorcycle,Petrol,2.55
2.1,2.2,57.5,Low,SUV,Petrol,0.54
18.6,33.7,33.1,Moderate,Motorcycle,Petrol,1.9
13.5,16.4,49.4,Low,Hatchback,Diesel,1.89
26.5,93.5,17,High,Sedan,Diesel,6.68
27.8,278,6,Severe,Motorcycle,Petrol,4.37
17.5,20.7,50.7,Low,SUV,Diesel,3.78
49.4,85.2,34.8,Moderate,SUV,Diesel,12.51
12.5,18.6,40.4,Moderate,Motorcycle,Petrol,1.23
14.1,49.8,17,High,Hatchback,Petrol,3.21
8.5,16.9,30.1,Moderate,Sedan,Petrol,1.95
18.4,36.3,30.4,Moderate,Sedan,Diesel,3.47
31.1,68.6,27.2,High,Hatchback,Petrol,6.79
17.7,21.9,48.4,Low,Hatchback,Petrol,2.71
22.6,33,41.1,Moderate,Hatchback,Petrol,3.78
17.2,34.4,30,High,Sedan,Petrol,4.29
17.8,33.2,32.2,Moderate,Sedan,Diesel,3.6
7.9,59.2,8,Severe,Hatchback,Petrol,2.4
7.5,21.2,21.2,High,Motorcycle,Petrol,0.99
5.3,7.4,42.8,Moderate,Hatchback,Diesel,0.85
9.2,16.6,33.2,Moderate,Sedan,Diesel,1.85
8,21.5,22.3,High,Hatchback,Petrol,1.83
9.8,30.9,19,High,Hatchback,Petrol,2.35
9,15.2,35.6,Moderate,SUV,Petrol,2.76
13.3,26.5,30.1,Moderate,Hatchback,Petrol,2.48
10.5,28,22.5,High,Sedan,Petrol,2.77
4.6,4.9,56.3,Low,Motorcycle,Petrol,0.41
11.5,32.2,21.4,High,Motorcycle,Petrol,1.47
4.2,5.9,42.9,Moderate,SUV,Diesel,1.06
4.6,5.2,52.9,Low,SUV,Petrol,1.17
4.3,8.3,31,Moderate,Motorcycle,Petrol,0.46
19.6,25.6,46,Low,Sedan,Diesel,3.21
3,5.8,30.9,Moderate,Sedan,Petrol,0.68
18,23.8,45.4,Low,Hatchback,Petrol,2.89
34.1,60.7,33.7,Moderate,Hatchback,Petrol,6.04
14.1,19.6,43.2,Moderate,Hatchback,Diesel,2.13
41,76.4,32.2,Moderate,Hatchback,Diesel,6.67
12.5,29,25.9,High,Motorcycle,Petrol,1.44
8.3,9.4,53.1,Low,SUV,Petrol,2.11
5.4,5.6,57.6,Low,Hatchback,Diesel,0.79
15.7,33.8,27.9,High,SUV,Petrol,5.42
15.7,27,34.9,Moderate,Motorcycle,Petrol,1.71
13,16.9,46.2,Low,Hatchback,Petrol,2.05
3.8,5.5,41.3,Moderate,Hatchback,Petrol,0.65
3.3,7.2,27.4,High,Hatchback,Petrol,0.72
16,19.3,49.7,Low,Hatchback,Diesel,2.14
7.2,23.2,18.6,High,SUV,Petrol,2.61
5.1,12.4,24.7,High,SUV,Diesel,1.63
19.6,31.9,36.9,Moderate,Sedan,Diesel,3.8
31.2,131.8,14.2,Severe,Sedan,Petrol,10.84
3.1,4.2,44.5,Moderate,Hatchback,Diesel,0.49
5.1,7.6,40.4,Moderate,Hatchback,Petrol,0.85
18.6,90.7,12.3,Severe,Hatchback,Diesel,4.55
4.3,10.1,25.6,High,SUV,Petrol,1.44
21.1,26.1,48.5,Low,Hatchback,Petrol,3.33
8.2,26.6,18.5,High,SUV,Diesel,2.52
2.8,5.9,28.5,High,Hatchback,Petrol,0.6
3.1,4.2,44.8,Moderate,SUV,Petrol,0.9
3.4,14.1,14.5,Severe,SUV,Petrol,1.62
11.5,42.9,16.1,High,Sedan,Petrol,3.16
7.8,12.1,38.8,Moderate,Hatchback,Petrol,1.38
10.6,16,39.7,Moderate,Hatchback,Petrol,1.97
45.6,414.5,6.6,Severe,Motorcycle,Petrol,7.68
15.6,21.4,43.8,Moderate,SUV,Petrol,4.48
3.6,4.8,45,Moderate,SUV,Diesel,0.86
41.2,244.8,10.1,Severe,Sedan,Petrol,14.25
46.3,101.8,27.3,High,Sedan,Petrol,11.44
10.5,17.4,36.3,Moderate,Hatchback,Diesel,1.72
27.9,137.2,12.2,Severe,Hatchback,Petrol,8.25
28.8,78.2,22.1,High,Motorcycle,Petrol,3.75
33.6,62.6,32.2,Moderate,SUV,Petrol,10.49
6.7,8.1,49.5,Low,Hatchback,Petrol,1.1
32.4,35.3,55.1,Low,SUV,Petrol,8.53
6.1,9.7,37.9,Moderate,Motorcycle,Petrol,0.62
18.3,32.5,33.8,Moderate,Hatchback,Petrol,3.29
18.2,44,24.8,High,Hatchback,Petrol,4.07
5.6,10.8,31.1,Moderate,Motorcycle,Petrol,0.57
28.9,55.4,31.3,Moderate,SUV,Petrol,8.61
7.3,78.2,5.6,Severe,SUV,Diesel,2.97
10.5,13.5,46.7,Low,Hatchback,Petrol,1.63
18.3,25.8,42.6,Moderate,Sedan,Petrol,3.99
18.5,19,58.3,Low,Sedan,Diesel,3.1
13,25.7,30.3,Moderate,SUV,Petrol,4.03
7.3,21,20.9,High,SUV,Petrol,2.73
8,12.7,37.8,Moderate,Hatchback,Diesel,1.33
16.8,35.1,28.7,High,Sedan,Petrol,4.37
8.3,14.1,35.3,Moderate,Sedan,Diesel,1.55
14.2,45.3,18.8,High,Hatchback,Diesel,2.88
10.5,15.1,41.8,Moderate,Hatchback,Diesel,1.67
8.5,64.6,7.9,Severe,Motorcycle,Petrol,1.35
8.1,16.4,29.6,High,Sedan,Petrol,2.11
11,76.7,8.6,Severe,SUV,Petrol,5
32.4,38.9,50,Low,Sedan,Petrol,6.38
9.2,17.6,31.3,Moderate,Sedan,Diesel,1.81
19.2,30.6,37.7,Moderate,Sedan,Petrol,4.41
4.3,4.6,55.5,Low,Hatchback,Petrol,0.71
3.3,5.7,34.6,Moderate,Hatchback,Petrol,0.58
18.1,32.1,33.8,Moderate,Sedan,Petrol,3.97
26.9,55.1,29.3,High,SUV,Diesel,7.98
15.9,23.2,41.1,Moderate,Sedan,Petrol,3.29
3.7,6.1,36.5,Moderate,Hatchback,Diesel,0.6
15.3,34.8,26.4,High,Hatchback,Petrol,3.36
24.3,42,34.7,Moderate,SUV,Diesel,5.98
7.4,10.1,43.9,Moderate,Hatchback,Diesel,1.18
14.4,18,47.9,Low,Sedan,Petrol,2.64
4.8,22.9,12.6,Severe,SUV,Petrol,2.28
14.5,56.9,15.3,High,SUV,Petrol,5.53
28.1,290.7,5.8,Severe,Hatchback,Petrol,7.94
18.8,125.3,9,Severe,Hatchback,Petrol,5.43
19.4,51.7,22.5,High,Hatchback,Petrol,4.31
34.6,86.5,24,High,Sedan,Diesel,8.47
17.1,19.1,53.6,Low,SUV,Diesel,3.94
15.7,40.1,23.5,High,Hatchback,Diesel,3.21
7.1,7.5,56.7,Low,Motorcycle,Petrol,0.64
10.4,28,22.3,High,SUV,Petrol,3.93
2.1,4.9,25.9,High,Sedan,Petrol,0.55
2.6,2.7,58.6,Low,Hatchback,Diesel,0.36
11.9,26.5,26.9,High,Hatchback,Diesel,2.16
14.8,30.7,28.9,High,Sedan,Diesel,3.38
22.2,51.2,26,High,Hatchback,Petrol,4.61
18.6,57.8,19.3,High,Motorcycle,Petrol,2.49
31.3,79.2,23.7,High,Hatchback,Petrol,6.84
10,32.6,18.4,High,SUV,Petrol,3.72
59.2,127.8,27.8,High,Hatchback,Diesel,11.05
3,18.8,9.6,Severe,Motorcycle,Petrol,0.5
15.4,33.7,27.4,High,SUV,Diesel,4.4
13.2,19.7,40.3,Moderate,Hatchback,Petrol,2.28
22.6,25.9,52.3,Low,Hatchback,Diesel,3.26
16.3,19.3,50.8,Low,Hatchback,Petrol,2.55
12.3,24.6,30,High,Hatchback,Diesel,2.31
6.3,23.8,15.9,High,Sedan,Petrol,1.75
10,17.9,33.5,Moderate,Motorcycle,Petrol,1.03
5.5,10.1,32.6,Moderate,Motorcycle,Petrol,0.59
7.7,11.6,39.9,Moderate,SUV,Petrol,2.35
11.2,13.2,50.8,Low,Hatchback,Petrol,1.76
20.8,26.1,47.8,Low,Hatchback,Diesel,3.02
2.8,5.7,29.5,High,Hatchback,Petrol,0.57
7.4,16.9,26.2,High,Sedan,Petrol,1.76
3.6,8.4,25.8,High,SUV,Petrol,1.24
11.4,34.7,19.7,High,Motorcycle,Petrol,1.48
9.8,16.9,34.8,Moderate,Hatchback,Petrol,1.77
29.3,56,31.4,Moderate,SUV,Petrol,9.08
12.2,15.8,46.4,Low,Hatchback,Petrol,1.98
54.8,118.3,27.8,High,SUV,Petrol,18.31
12.5,23.6,31.8,Moderate,SUV,Petrol,3.82
8.9,13.7,39.1,Moderate,Sedan,Petrol,1.93
2.8,6.4,26.2,High,SUV,Petrol,0.94
23.1,26.9,51.5,Low,Sedan,Petrol,4.46
9.4,38.6,14.6,Severe,SUV,Diesel,3.77
2.2,3.8,35.2,Moderate,Motorcycle,Petrol,0.23
2.2,3.3,39.5,Moderate,SUV,Petrol,0.68
7.5,13.6,33.1,Moderate,Sedan,Petrol,1.67
10.5,76.8,8.2,Severe,Hatchback,Diesel,2.65
18.8,25.5,44.2,Moderate,Hatchback,Diesel,2.88
33.4,58.8,34.1,Moderate,Hatchback,Petrol,6.08
11.3,36.3,18.7,High,SUV,Petrol,4.28
10.4,41.1,15.2,High,Sedan,Diesel,2.54
56,142.4,23.6,High,Motorcycle,Petrol,7.48
19.5,21.1,55.4,Low,Sedan,Petrol,3.54
5.2,5.4,58,Low,SUV,Petrol,1.32
11,25.2,26.2,High,Hatchback,Petrol,2.32
16.2,21.5,45.2,Low,Hatchback,Petrol,2.62
5.5,5.6,58.5,Low,Motorcycle,Petrol,0.49
13,31,25.2,High,SUV,Petrol,4.27
6.1,10.9,33.7,Moderate,Hatchback,Diesel,0.96
18.2,20,54.6,Low,Sedan,Petrol,3.46
2.9,25.6,6.8,Severe,SUV,Petrol,1.34
7.1,12.1,35.1,Moderate,Sedan,Diesel,1.36
6.3,10.7,35.3,Moderate,Sedan,Petrol,1.39
12.6,19.3,39.1,Moderate,Hatchback,Petrol,2.44
7.7,18.5,25,High,Motorcycle,Petrol,0.93
17.3,39.5,26.3,High,Hatchback,Petrol,3.57
6.8,7.7,52.9,Low,Hatchback,Petrol,1.08
18.5,102.8,10.8,Severe,Motorcycle,Petrol,3.14
6.1,6.7,54.5,Low,Hatchback,Petrol,0.97
22.3,94.9,14.1,Severe,Motorcycle,Petrol,3.76
3.8,9.4,24.2,High,Hatchback,Petrol,0.83
56.8,330.9,10.3,Severe,SUV,Diesel,21.67
6.4,17,22.6,High,Motorcycle,Petrol,0.79
13.4,30.5,26.4,High,Hatchback,Petrol,2.71
28.9,83.8,20.7,High,Hatchback,Petrol,6.37
44.4,96.5,27.6,High,Hatchback,Diesel,8.1
2.4,5.3,27.3,High,SUV,Petrol,0.83
21.2,37,34.4,Moderate,Sedan,Diesel,4.11
43.2,75.6,34.3,Moderate,Hatchback,Diesel,7.32
35,47.4,44.3,Moderate,Hatchback,Petrol,6.3
25.7,27.4,56.3,Low,Motorcycle,Petrol,2.26
5.1,10.8,28.3,High,Motorcycle,Petrol,0.59
17.5,116.7,9,Severe,Hatchback,Petrol,5.02
5.1,9.8,31.3,Moderate,Sedan,Diesel,1
3.8,12.8,17.8,High,Motorcycle,Petrol,0.5
23.4,38.7,36.3,Moderate,Motorcycle,Petrol,2.43
4.8,5.4,52.9,Low,Motorcycle,Petrol,0.44
5.6,9,37.5,Moderate,Hatchback,Diesel,0.9
21.7,89.8,14.5,Severe,Motorcycle,Petrol,3.53
10.5,15.3,41.2,Moderate,Hatchback,Petrol,1.93
31.7,34.5,55.1,Low,SUV,Diesel,7.27
18.9,46.1,24.6,High,Sedan,Petrol,5.17
4.4,11.8,22.4,High,Hatchback,Petrol,1.06
33.5,47.9,42,Moderate,Hatchback,Diesel,5.35
